ID;FLAG_INTRUSO_DETECTADO;FLAG_IP_EXTRANJERA;MINUTOS_CONEXION;N_CONEXION_U3M
6416;1;0;10;18
6417;0;1;15;16
6418;0;0;12;19
6419;0;1;13;3
6420;0;0;15;12
6421;1;1;12;9
6422;0;1;8;18
6423;0;0;12;7
6424;0;0;10;5
6425;0;0;12;13
6426;1;1;10;19
6427;0;1;7;9
6428;0;0;8;6
6429;0;1;14;20
6430;1;1;14;0
6431;1;1;9;7
6432;0;1;8;17
6433;0;0;8;8
6434;0;0;12;14
6435;1;1;13;4
6436;1;0;12;16
6437;1;0;13;6
6438;1;0;8;9
6439;1;1;11;20
6440;0;0;7;15
6441;1;1;11;3
6442;0;0;7;13
6443;1;1;8;13
6444;0;1;13;13
6445;0;0;10;17
6446;1;1;9;14
6447;1;1;9;3
6448;0;0;11;15
6449;1;1;11;11
6450;0;0;7;1
6451;1;0;12;12
6452;0;1;12;3
6453;1;0;9;5
6454;0;0;12;5
6455;0;0;8;2
6456;0;0;12;2
6457;0;1;11;12
6458;0;0;12;5
6459;0;0;12;15
6460;0;1;9;4
6461;0;1;15;15
6462;1;0;13;8
6463;1;1;8;18
6464;0;0;15;13
6465;0;1;10;6
6466;0;0;14;3
6467;0;0;15;11
6468;1;1;7;13
6469;1;1;7;11
6470;1;0;12;6
6471;0;0;13;12
6472;0;0;15;2
6473;0;0;9;10
6474;0;0;12;11
6475;0;0;15;18
6476;0;0;8;14
6477;0;0;14;11
6478;1;1;12;1
6479;0;1;8;5
6480;0;0;11;9
6481;1;1;10;11
6482;0;1;13;18
6483;0;1;12;11
6484;0;0;10;15
6485;0;1;15;12
6486;0;0;12;10
6487;0;0;10;6
6488;1;1;8;10
6489;0;0;7;13
6490;1;1;11;2
6491;0;0;11;13
6492;1;0;8;15
6493;0;0;10;12
6494;0;0;14;6
6495;0;0;11;12
6496;0;0;8;8
6497;0;1;11;18
6498;1;0;7;10
6499;1;1;8;12
6500;0;0;8;15
6501;0;1;13;11
6502;0;0;14;9
6503;0;0;10;13
6504;0;0;9;7
6505;0;0;10;11
6506;1;1;10;3
6507;0;0;12;5
6508;0;0;14;18
6509;0;0;10;14
6510;0;0;14;1
6511;0;0;8;13
6512;0;1;9;16
6513;0;1;7;11
6514;0;0;15;15
6515;0;0;10;12
6516;1;0;10;18
6517;0;1;15;16
6518;0;0;12;19
6519;0;1;13;3
6520;0;0;15;12
6521;1;1;12;9
6522;0;1;8;18
6523;0;0;12;7
6524;0;0;10;5
6525;0;0;12;13
6526;1;1;10;19
6527;0;1;7;9
6528;0;0;8;6
6529;0;1;14;20
6530;1;1;14;0
6531;1;1;9;7
6532;0;1;8;17
6533;0;0;8;8
6534;0;0;12;14
6535;1;1;13;4
6536;1;0;12;16
6537;1;0;13;6
6538;1;0;8;9
6539;1;1;11;20
6540;0;0;7;15
6541;1;1;11;3
6542;0;0;7;13
6543;1;1;8;13
6544;0;1;13;13
6545;0;0;10;17
6546;1;1;9;14
6547;1;1;9;3
6548;0;0;11;15
6549;1;1;11;11
6550;0;0;7;1
6551;1;0;12;12
6552;0;1;12;3
6553;1;0;9;5
6554;0;0;12;5
6555;0;0;8;2
6556;0;0;12;2
6557;0;1;11;12
6558;0;0;12;5
6559;0;0;12;15
6560;0;1;9;4
6561;0;1;15;15
6562;1;0;13;8
6563;1;1;8;18
6564;0;0;15;13
6565;0;1;10;6
6566;0;0;14;3
6567;0;0;15;11
6568;1;1;7;13
6569;1;1;7;11
6570;1;0;12;6
6571;0;0;13;12
6572;0;0;15;2
6573;0;0;9;10
6574;0;0;12;11
6575;0;0;15;18
6576;0;0;8;14
6577;0;0;14;11
6578;1;1;12;1
6579;0;1;8;5
6580;0;0;11;9
6581;1;1;10;11
6582;0;1;13;18
6583;0;1;12;11
6584;0;0;10;15
6585;0;1;15;12
6586;0;0;12;10
6587;0;0;10;6
6588;1;1;8;10
6589;0;0;7;13
6590;1;1;11;2
6591;0;0;11;13
6592;1;0;8;15
6593;0;0;10;12
6594;0;0;14;6
6595;0;0;11;12
6596;0;0;8;8
6597;0;1;11;18
6598;1;0;7;10
6599;1;1;8;12
6600;0;0;8;15
6601;0;1;13;11
6602;0;0;14;9
6603;0;0;10;13
6604;0;0;9;7
6605;0;0;10;11
6606;1;1;10;3
6607;0;0;12;5
6608;0;0;14;18
6609;0;0;10;14
6610;0;0;14;1
6611;0;0;8;13
6612;0;1;9;16
6613;0;1;7;11
6614;0;0;15;15
6615;0;0;10;12
6616;1;0;10;18
6617;0;1;15;16
6618;0;0;12;19
6619;0;1;13;3
6620;0;0;15;12
6621;1;1;12;9
6622;0;1;8;18
6623;0;0;12;7
6624;0;0;10;5
6625;0;0;12;13
6626;1;1;10;19
6627;0;1;7;9
6628;0;0;8;6
6629;0;1;14;20
6630;1;1;14;0
6631;1;1;9;7
6632;0;1;8;17
6633;0;0;8;8
6634;0;0;12;14
6635;1;1;13;4
6636;1;0;12;16
6637;1;0;13;6
6638;1;0;8;9
6639;1;1;11;20
6640;0;0;7;15
6641;1;1;11;3
6642;0;0;7;13
6643;1;1;8;13
6644;0;1;13;13
6645;0;0;10;17
6646;1;1;9;14
6647;1;1;9;3
6648;0;0;11;15
6649;1;1;11;11
6650;0;0;7;1
6651;1;0;12;12
6652;0;1;12;3
6653;1;0;9;5
6654;0;0;12;5
6655;0;0;8;2
6656;0;0;12;2
6657;0;1;11;12
6658;0;0;12;5
6659;0;0;12;15
6660;0;1;9;4
6661;0;1;15;15
6662;1;0;13;8
6663;1;1;8;18
6664;0;0;15;13
6665;0;1;10;6
6666;0;0;14;3
6667;0;0;15;11
6668;1;1;7;13
6669;1;1;7;11
6670;1;0;12;6
6671;0;0;13;12
6672;0;0;15;2
6673;0;0;9;10
6674;0;0;12;11
6675;0;0;15;18
6676;0;0;8;14
6677;0;0;14;11
6678;1;1;12;1
6679;0;1;8;5
6680;0;0;11;9
6681;1;1;10;11
6682;0;1;13;18
6683;0;1;12;11
6684;0;0;10;15
6685;0;1;15;12
6686;0;0;12;10
6687;0;0;10;6
6688;1;1;8;10
6689;0;0;7;13
6690;1;1;11;2
6691;0;0;11;13
6692;1;0;8;15
6693;0;0;10;12
6694;0;0;14;6
6695;0;0;11;12
6696;0;0;8;8
6697;0;1;11;18
6698;1;0;7;10
6699;1;1;8;12
6700;0;0;8;15
6701;0;1;13;11
6702;0;0;14;9
6703;0;0;10;13
6704;0;0;9;7
6705;0;0;10;11
6706;1;1;10;3
6707;0;0;12;5
6708;0;0;14;18
6709;0;0;10;14
6710;0;0;14;1
6711;0;0;8;13
6712;0;1;9;16
6713;0;1;7;11
6714;0;0;15;15
6715;0;0;10;12
6716;1;0;10;18
6717;0;1;15;16
6718;0;0;12;19
6719;0;1;13;3
6720;0;0;15;12
6721;1;1;12;9
6722;0;1;8;18
6723;0;0;12;7
6724;0;0;10;5
6725;0;0;12;13
6726;1;1;10;19
6727;0;1;7;9
6728;0;0;8;6
6729;0;1;14;20
6730;1;1;14;0
6731;1;1;9;7
6732;0;1;8;17
6733;0;0;8;8
6734;0;0;12;14
6735;1;1;13;4
6736;1;0;12;16
6737;1;0;13;6
6738;1;0;8;9
6739;1;1;11;20
6740;0;0;7;15
6741;1;1;11;3
6742;0;0;7;13
6743;1;1;8;13
6744;0;1;13;13
6745;0;0;10;17
6746;1;1;9;14
6747;1;1;9;3
6748;0;0;11;15
6749;1;1;11;11
6750;0;0;7;1
6751;1;0;12;12
6752;0;1;12;3
6753;1;0;9;5
6754;0;0;12;5
6755;0;0;8;2
6756;0;0;12;2
6757;0;1;11;12
6758;0;0;12;5
6759;0;0;12;15
6760;0;1;9;4
6761;0;1;15;15
6762;1;0;13;8
6763;1;1;8;18
6764;0;0;15;13
6765;0;1;10;6
6766;0;0;14;3
6767;0;0;15;11
6768;1;1;7;13
6769;1;1;7;11
6770;1;0;12;6
6771;0;0;13;12
6772;0;0;15;2
6773;0;0;9;10
6774;0;0;12;11
6775;0;0;15;18
6776;0;0;8;14
6777;0;0;14;11
6778;1;1;12;1
6779;0;1;8;5
6780;0;0;11;9
6781;1;1;10;11
6782;0;1;13;18
6783;0;1;12;11
6784;0;0;10;15
6785;0;1;15;12
6786;0;0;12;10
6787;0;0;10;6
6788;1;1;8;10
6789;0;0;7;13
6790;1;1;11;2
6791;0;0;11;13
6792;1;0;8;15
6793;0;0;10;12
6794;0;0;14;6
6795;0;0;11;12
6796;0;0;8;8
6797;0;1;11;18
6798;1;0;7;10
6799;1;1;8;12
6800;0;0;8;15
6801;0;1;13;11
6802;0;0;14;9
6803;0;0;10;13
6804;0;0;9;7
6805;0;0;10;11
6806;1;1;10;3
6807;0;0;12;5
6808;0;0;14;18
6809;0;0;10;14
6810;0;0;14;1
6811;0;0;8;13
6812;0;1;9;16
6813;0;1;7;11
6814;0;0;15;15
6815;0;0;10;12
6816;1;0;10;18
6817;0;1;15;16
6818;0;0;12;19
6819;0;1;13;3
6820;0;0;15;12
6821;1;1;12;9
6822;0;1;8;18
6823;0;0;12;7
6824;0;0;10;5
6825;0;0;12;13
6826;1;1;10;19
6827;0;1;7;9
6828;0;0;8;6
6829;0;1;14;20
6830;1;1;14;0
6831;1;1;9;7
6832;0;1;8;17
6833;0;0;8;8
6834;0;0;12;14
6835;1;1;13;4
6836;1;0;12;16
6837;1;0;13;6
6838;1;0;8;9
6839;1;1;11;20
6840;0;0;7;15
6841;1;1;11;3
6842;0;0;7;13
6843;1;1;8;13
6844;0;1;13;13
6845;0;0;10;17
6846;1;1;9;14
6847;1;1;9;3
6848;0;0;11;15
6849;1;1;11;11
6850;0;0;7;1
6851;1;0;12;12
6852;0;1;12;3
6853;1;0;9;5
6854;0;0;12;5
6855;0;0;8;2
6856;0;0;12;2
6857;0;1;11;12
6858;0;0;12;5
6859;0;0;12;15
6860;0;1;9;4
6861;0;1;15;15
6862;1;0;13;8
6863;1;1;8;18
6864;0;0;15;13
6865;0;1;10;6
6866;0;0;14;3
6867;0;0;15;11
6868;1;1;7;13
6869;1;1;7;11
6870;1;0;12;6
6871;0;0;13;12
6872;0;0;15;2
6873;0;0;9;10
6874;0;0;12;11
6875;0;0;15;18
6876;0;0;8;14
6877;0;0;14;11
6878;1;1;12;1
6879;0;1;8;5
6880;0;0;11;9
6881;1;1;10;11
6882;0;1;13;18
6883;0;1;12;11
6884;0;0;10;15
6885;0;1;15;12
6886;0;0;12;10
6887;0;0;10;6
6888;1;1;8;10
6889;0;0;7;13
6890;1;1;11;2
6891;0;0;11;13
6892;1;0;8;15
6893;0;0;10;12
6894;0;0;14;6
6895;0;0;11;12
6896;0;0;8;8
6897;0;1;11;18
6898;1;0;7;10
6899;1;1;8;12
6900;0;0;8;15
6901;0;1;13;11
6902;0;0;14;9
6903;0;0;10;13
6904;0;0;9;7
6905;0;0;10;11
6906;1;1;10;3
6907;0;0;12;5
6908;0;0;14;18
6909;0;0;10;14
6910;0;0;14;1
6911;0;0;8;13
6912;0;1;9;16
6913;0;1;7;11
6914;0;0;15;15
6915;0;0;10;12
6916;1;0;10;18
6917;0;1;15;16
6918;0;0;12;19
6919;0;1;13;3
6920;0;0;15;12
6921;1;1;12;9
6922;0;1;8;18
6923;0;0;12;7
6924;0;0;10;5
6925;0;0;12;13
6926;1;1;10;19
6927;0;1;7;9
6928;0;0;8;6
6929;0;1;14;20
6930;1;1;14;0
6931;1;1;9;7
6932;0;1;8;17
6933;0;0;8;8
6934;0;0;12;14
6935;1;1;13;4
6936;1;0;12;16
6937;1;0;13;6
6938;1;0;8;9
6939;1;1;11;20
6940;0;0;7;15
6941;1;1;11;3
6942;0;0;7;13
6943;1;1;8;13
6944;0;1;13;13
6945;0;0;10;17
6946;1;1;9;14
6947;1;1;9;3
6948;0;0;11;15
6949;1;1;11;11
6950;0;0;7;1
6951;1;0;12;12
6952;0;1;12;3
6953;1;0;9;5
6954;0;0;12;5
6955;0;0;8;2
6956;0;0;12;2
6957;0;1;11;12
6958;0;0;12;5
6959;0;0;12;15
6960;0;1;9;4
6961;0;1;15;15
6962;1;0;13;8
6963;1;1;8;18
6964;0;0;15;13
6965;0;1;10;6
6966;0;0;14;3
6967;0;0;15;11
6968;1;1;7;13
6969;1;1;7;11
6970;1;0;12;6
6971;0;0;13;12
6972;0;0;15;2
6973;0;0;9;10
6974;0;0;12;11
6975;0;0;15;18
6976;0;0;8;14
6977;0;0;14;11
6978;1;1;12;1
6979;0;1;8;5
6980;0;0;11;9
6981;1;1;10;11
6982;0;1;13;18
6983;0;1;12;11
6984;0;0;10;15
6985;0;1;15;12
6986;0;0;12;10
6987;0;0;10;6
6988;1;1;8;10
6989;0;0;7;13
6990;1;1;11;2
6991;0;0;11;13
6992;1;0;8;15
6993;0;0;10;12
6994;0;0;14;6
6995;0;0;11;12
6996;0;0;8;8
6997;0;1;11;18
6998;1;0;7;10
6999;1;1;8;12
7000;0;0;8;15
7001;0;1;13;11
7002;0;0;14;9
7003;0;0;10;13
7004;0;0;9;7
7005;0;0;10;11
7006;1;1;10;3
7007;0;0;12;5
7008;0;0;14;18
7009;0;0;10;14
7010;0;0;14;1
7011;0;0;8;13
7012;0;1;9;16
7013;0;1;7;11
7014;0;0;15;15
7015;0;0;10;12
7016;1;0;10;18
7017;0;1;15;16
7018;0;0;12;19
7019;0;1;13;3
7020;0;0;15;12
7021;1;1;12;9
7022;0;1;8;18
7023;0;0;12;7
7024;0;0;10;5
7025;0;0;12;13
7026;1;1;10;19
7027;0;1;7;9
7028;0;0;8;6
7029;0;1;14;20
7030;1;1;14;0
7031;1;1;9;7
7032;0;1;8;17
7033;0;0;8;8
7034;0;0;12;14
7035;1;1;13;4
7036;1;0;12;16
7037;1;0;13;6
7038;1;0;8;9
7039;1;1;11;20
7040;0;0;7;15
7041;1;1;11;3
7042;0;0;7;13
7043;1;1;8;13
7044;0;1;13;13
7045;0;0;10;17
7046;1;1;9;14
7047;1;1;9;3
7048;0;0;11;15
7049;1;1;11;11
7050;0;0;7;1
7051;1;0;12;12
7052;0;1;12;3
7053;1;0;9;5
7054;0;0;12;5
7055;0;0;8;2
7056;0;0;12;2
7057;0;1;11;12
7058;0;0;12;5
7059;0;0;12;15
7060;0;1;9;4
7061;0;1;15;15
7062;1;0;13;8
7063;1;1;8;18
7064;0;0;15;13
7065;0;1;10;6
7066;0;0;14;3
7067;0;0;15;11
7068;1;1;7;13
7069;1;1;7;11
7070;1;0;12;6
7071;0;0;13;12
7072;0;0;15;2
7073;0;0;9;10
7074;0;0;12;11
7075;0;0;15;18
7076;0;0;8;14
7077;0;0;14;11
7078;1;1;12;1
7079;0;1;8;5
7080;0;0;11;9
7081;1;1;10;11
7082;0;1;13;18
7083;0;1;12;11
7084;0;0;10;15
7085;0;1;15;12
7086;0;0;12;10
7087;0;0;10;6
7088;1;1;8;10
7089;0;0;7;13
7090;1;1;11;2
7091;0;0;11;13
7092;1;0;8;15
7093;0;0;10;12
7094;0;0;14;6
7095;0;0;11;12
7096;0;0;8;8
7097;0;1;11;18
7098;1;0;7;10
7099;1;1;8;12
7100;0;0;8;15
7101;0;1;13;11
7102;0;0;14;9
7103;0;0;10;13
7104;0;0;9;7
7105;0;0;10;11
7106;1;1;10;3
7107;0;0;12;5
7108;0;0;14;18
7109;0;0;10;14
7110;0;0;14;1
7111;0;0;8;13
7112;0;1;9;16
7113;0;1;7;11
7114;0;0;15;15
7115;0;0;10;12
7116;1;0;10;18
7117;0;1;15;16
7118;0;0;12;19
7119;0;1;13;3
7120;0;0;15;12
7121;1;1;12;9
7122;0;1;8;18
7123;0;0;12;7
7124;0;0;10;5
7125;0;0;12;13
7126;1;1;10;19
7127;0;1;7;9
7128;0;0;8;6
7129;0;1;14;20
7130;1;1;14;0
7131;1;1;9;7
7132;0;1;8;17
7133;0;0;8;8
7134;0;0;12;14
7135;1;1;13;4
7136;1;0;12;16
7137;1;0;13;6
7138;1;0;8;9
7139;1;1;11;20
7140;0;0;7;15
7141;1;1;11;3
7142;0;0;7;13
7143;1;1;8;13
7144;0;1;13;13
7145;0;0;10;17
7146;1;1;9;14
7147;1;1;9;3
7148;0;0;11;15
7149;1;1;11;11
7150;0;0;7;1
7151;1;0;12;12
7152;0;1;12;3
7153;1;0;9;5
7154;0;0;12;5
7155;0;0;8;2
7156;0;0;12;2
7157;0;1;11;12
7158;0;0;12;5
7159;0;0;12;15
7160;0;1;9;4
7161;0;1;15;15
7162;1;0;13;8
7163;1;1;8;18
7164;0;0;15;13
7165;0;1;10;6
7166;0;0;14;3
7167;0;0;15;11
7168;1;1;7;13
7169;1;1;7;11
7170;1;0;12;6
7171;0;0;13;12
7172;0;0;15;2
7173;0;0;9;10
7174;0;0;12;11
7175;0;0;15;18
7176;0;0;8;14
7177;0;0;14;11
7178;1;1;12;1
7179;0;1;8;5
7180;0;0;11;9
7181;1;1;10;11
7182;0;1;13;18
7183;0;1;12;11
7184;0;0;10;15
7185;0;1;15;12
7186;0;0;12;10
7187;0;0;10;6
7188;1;1;8;10
7189;0;0;7;13
7190;1;1;11;2
7191;0;0;11;13
7192;1;0;8;15
7193;0;0;10;12
7194;0;0;14;6
7195;0;0;11;12
7196;0;0;8;8
7197;0;1;11;18
7198;1;0;7;10
7199;1;1;8;12
7200;0;0;8;15
7201;0;1;13;11
7202;0;0;14;9
7203;0;0;10;13
7204;0;0;9;7
7205;0;0;10;11
7206;1;1;10;3
7207;0;0;12;5
7208;0;0;14;18
7209;0;0;10;14
7210;0;0;14;1
7211;0;0;8;13
7212;0;1;9;16
7213;0;1;7;11
7214;0;0;15;15
7215;0;0;10;12
7216;1;0;10;18
7217;0;1;15;16
7218;0;0;12;19
7219;0;1;13;3
7220;0;0;15;12
7221;1;1;12;9
7222;0;1;8;18
7223;0;0;12;7
7224;0;0;10;5
7225;0;0;12;13
7226;1;1;10;19
7227;0;1;7;9
7228;0;0;8;6
7229;0;1;14;20
7230;1;1;14;0
7231;1;1;9;7
7232;0;1;8;17
7233;0;0;8;8
7234;0;0;12;14
7235;1;1;13;4
7236;1;0;12;16
7237;1;0;13;6
7238;1;0;8;9
7239;1;1;11;20
7240;0;0;7;15
7241;1;1;11;3
7242;0;0;7;13
7243;1;1;8;13
7244;0;1;13;13
7245;0;0;10;17
7246;1;1;9;14
7247;1;1;9;3
7248;0;0;11;15
7249;1;1;11;11
7250;0;0;7;1
7251;1;0;12;12
7252;0;1;12;3
7253;1;0;9;5
7254;0;0;12;5
7255;0;0;8;2
7256;0;0;12;2
7257;0;1;11;12
7258;0;0;12;5
7259;0;0;12;15
7260;0;1;9;4
7261;0;1;15;15
7262;1;0;13;8
7263;1;1;8;18
7264;0;0;15;13
7265;0;1;10;6
7266;0;0;14;3
7267;0;0;15;11
7268;1;1;7;13
7269;1;1;7;11
7270;1;0;12;6
7271;0;0;13;12
7272;0;0;15;2
7273;0;0;9;10
7274;0;0;12;11
7275;0;0;15;18
7276;0;0;8;14
7277;0;0;14;11
7278;1;1;12;1
7279;0;1;8;5
7280;0;0;11;9
7281;1;1;10;11
7282;0;1;13;18
7283;0;1;12;11
7284;0;0;10;15
7285;0;1;15;12
7286;0;0;12;10
7287;0;0;10;6
7288;1;1;8;10
7289;0;0;7;13
7290;1;1;11;2
7291;0;0;11;13
7292;1;0;8;15
7293;0;0;10;12
7294;0;0;14;6
7295;0;0;11;12
7296;0;0;8;8
7297;0;1;11;18
7298;1;0;7;10
7299;1;1;8;12
7300;0;0;8;15
7301;0;1;13;11
7302;0;0;14;9
7303;0;0;10;13
7304;0;0;9;7
7305;0;0;10;11
7306;1;1;10;3
7307;0;0;12;5
7308;0;0;14;18
7309;0;0;10;14
7310;0;0;14;1
7311;0;0;8;13
7312;0;1;9;16
7313;0;1;7;11
7314;0;0;15;15
7315;0;0;10;12
7316;1;0;10;18
7317;0;1;15;16
7318;0;0;12;19
7319;0;1;13;3
7320;0;0;15;12
7321;1;1;12;9
7322;0;1;8;18
7323;0;0;12;7
7324;0;0;10;5
7325;0;0;12;13
7326;1;1;10;19
7327;0;1;7;9
7328;0;0;8;6
7329;0;1;14;20
7330;1;1;14;0
7331;1;1;9;7
7332;0;1;8;17
7333;0;0;8;8
7334;0;0;12;14
7335;1;1;13;4
7336;1;0;12;16
7337;1;0;13;6
7338;1;0;8;9
7339;1;1;11;20
7340;0;0;7;15
7341;1;1;11;3
7342;0;0;7;13
7343;1;1;8;13
7344;0;1;13;13
7345;0;0;10;17
7346;1;1;9;14
7347;1;1;9;3
7348;0;0;11;15
7349;1;1;11;11
7350;0;0;7;1
7351;1;0;12;12
7352;0;1;12;3
7353;1;0;9;5
7354;0;0;12;5
7355;0;0;8;2
7356;0;0;12;2
7357;0;1;11;12
7358;0;0;12;5
7359;0;0;12;15
7360;0;1;9;4
7361;0;1;15;15
7362;1;0;13;8
7363;1;1;8;18
7364;0;0;15;13
7365;0;1;10;6
7366;0;0;14;3
7367;0;0;15;11
7368;1;1;7;13
7369;1;1;7;11
7370;1;0;12;6
7371;0;0;13;12
7372;0;0;15;2
7373;0;0;9;10
7374;0;0;12;11
7375;0;0;15;18
7376;0;0;8;14
7377;0;0;14;11
7378;1;1;12;1
7379;0;1;8;5
7380;0;0;11;9
7381;1;1;10;11
7382;0;1;13;18
7383;0;1;12;11
7384;0;0;10;15
7385;0;1;15;12
7386;0;0;12;10
7387;0;0;10;6
7388;1;1;8;10
7389;0;0;7;13
7390;1;1;11;2
7391;0;0;11;13
7392;1;0;8;15
7393;0;0;10;12
7394;0;0;14;6
7395;0;0;11;12
7396;0;0;8;8
7397;0;1;11;18
7398;1;0;7;10
7399;1;1;8;12
7400;0;0;8;15
7401;0;1;13;11
7402;0;0;14;9
7403;0;0;10;13
7404;0;0;9;7
7405;0;0;10;11
7406;1;1;10;3
7407;0;0;12;5
7408;0;0;14;18
7409;0;0;10;14
7410;0;0;14;1
7411;0;0;8;13
7412;0;1;9;16
7413;0;1;7;11
7414;0;0;15;15
7415;0;0;10;12
7416;1;0;10;18
7417;0;1;15;16
7418;0;0;12;19
7419;0;1;13;3
7420;0;0;15;12
7421;1;1;12;9
7422;0;1;8;18
7423;0;0;12;7
7424;0;0;10;5
7425;0;0;12;13
7426;1;1;10;19
7427;0;1;7;9
7428;0;0;8;6
7429;0;1;14;20
7430;1;1;14;0
7431;1;1;9;7
7432;0;1;8;17
7433;0;0;8;8
7434;0;0;12;14
7435;1;1;13;4
7436;1;0;12;16
7437;1;0;13;6
7438;1;0;8;9
7439;1;1;11;20
7440;0;0;7;15
7441;1;1;11;3
7442;0;0;7;13
7443;1;1;8;13
7444;0;1;13;13
7445;0;0;10;17
7446;1;1;9;14
7447;1;1;9;3
7448;0;0;11;15
7449;1;1;11;11
7450;0;0;7;1
7451;1;0;12;12
7452;0;1;12;3
7453;1;0;9;5
7454;0;0;12;5
7455;0;0;8;2
7456;0;0;12;2
7457;0;1;11;12
7458;0;0;12;5
7459;0;0;12;15
7460;0;1;9;4
7461;0;1;15;15
7462;1;0;13;8
7463;1;1;8;18
7464;0;0;15;13
7465;0;1;10;6
7466;0;0;14;3
7467;0;0;15;11
7468;1;1;7;13
7469;1;1;7;11
7470;1;0;12;6
7471;0;0;13;12
7472;0;0;15;2
7473;0;0;9;10
7474;0;0;12;11
7475;0;0;15;18
7476;0;0;8;14
7477;0;0;14;11
7478;1;1;12;1
7479;0;1;8;5
7480;0;0;11;9
7481;1;1;10;11
7482;0;1;13;18
7483;0;1;12;11
7484;0;0;10;15
7485;0;1;15;12
7486;0;0;12;10
7487;0;0;10;6
7488;1;1;8;10
7489;0;0;7;13
7490;1;1;11;2
7491;0;0;11;13
7492;1;0;8;15
7493;0;0;10;12
7494;0;0;14;6
7495;0;0;11;12
7496;0;0;8;8
7497;0;1;11;18
7498;1;0;7;10
7499;1;1;8;12
7500;0;0;8;15
7501;0;1;13;11
7502;0;0;14;9
7503;0;0;10;13
7504;0;0;9;7
7505;0;0;10;11
7506;1;1;10;3
7507;0;0;12;5
7508;0;0;14;18
7509;0;0;10;14
7510;0;0;14;1
7511;0;0;8;13
7512;0;1;9;16
7513;0;1;7;11
7514;0;0;15;15
7515;0;0;10;12
7516;1;0;10;18
7517;0;1;15;16
7518;0;0;12;19
7519;0;1;13;3
7520;0;0;15;12
7521;1;1;12;9
7522;0;1;8;18
7523;0;0;12;7
7524;0;0;10;5
7525;0;0;12;13
7526;1;1;10;19
7527;0;1;7;9
7528;0;0;8;6
7529;0;1;14;20
7530;1;1;14;0
7531;1;1;9;7
7532;0;1;8;17
7533;0;0;8;8
7534;0;0;12;14
7535;1;1;13;4
7536;1;0;12;16
7537;1;0;13;6
7538;1;0;8;9
7539;1;1;11;20
7540;0;0;7;15
7541;1;1;11;3
7542;0;0;7;13
7543;1;1;8;13
7544;0;1;13;13
7545;0;0;10;17
7546;1;1;9;14
7547;1;1;9;3
7548;0;0;11;15
7549;1;1;11;11
7550;0;0;7;1
7551;1;0;12;12
7552;0;1;12;3
7553;1;0;9;5
7554;0;0;12;5
7555;0;0;8;2
7556;0;0;12;2
7557;0;1;11;12
7558;0;0;12;5
7559;0;0;12;15
7560;0;1;9;4
7561;0;1;15;15
7562;1;0;13;8
7563;1;1;8;18
7564;0;0;15;13
7565;0;1;10;6
7566;0;0;14;3
7567;0;0;15;11
7568;1;1;7;13
7569;1;1;7;11
7570;1;0;12;6
7571;0;0;13;12
7572;0;0;15;2
7573;0;0;9;10
7574;0;0;12;11
7575;0;0;15;18
7576;0;0;8;14
7577;0;0;14;11
7578;1;1;12;1
7579;0;1;8;5
7580;0;0;11;9
7581;1;1;10;11
7582;0;1;13;18
7583;0;1;12;11
7584;0;0;10;15
7585;0;1;15;12
7586;0;0;12;10
7587;0;0;10;6
7588;1;1;8;10
7589;0;0;7;13
7590;1;1;11;2
7591;0;0;11;13
7592;1;0;8;15
7593;0;0;10;12
7594;0;0;14;6
7595;0;0;11;12
7596;0;0;8;8
7597;0;1;11;18
7598;1;0;7;10
7599;1;1;8;12
7600;0;0;8;15
7601;0;1;13;11
7602;0;0;14;9
7603;0;0;10;13
7604;0;0;9;7
7605;0;0;10;11
7606;1;1;10;3
7607;0;0;12;5
7608;0;0;14;18
7609;0;0;10;14
7610;0;0;14;1
7611;0;0;8;13
7612;0;1;9;16
7613;0;1;7;11
7614;0;0;15;15
7615;0;0;10;12
7616;1;0;10;18
7617;0;1;15;16
7618;0;0;12;19
7619;0;1;13;3
7620;0;0;15;12
7621;1;1;12;9
7622;0;1;8;18
7623;0;0;12;7
7624;0;0;10;5
7625;0;0;12;13
7626;1;1;10;19
7627;0;1;7;9
7628;0;0;8;6
7629;0;1;14;20
7630;1;1;14;0
7631;1;1;9;7
7632;0;1;8;17
7633;0;0;8;8
7634;0;0;12;14
7635;1;1;13;4
7636;1;0;12;16
7637;1;0;13;6
7638;1;0;8;9
7639;1;1;11;20
7640;0;0;7;15
7641;1;1;11;3
7642;0;0;7;13
7643;1;1;8;13
7644;0;1;13;13
7645;0;0;10;17
7646;1;1;9;14
7647;1;1;9;3
7648;0;0;11;15
7649;1;1;11;11
7650;0;0;7;1
7651;1;0;12;12
7652;0;1;12;3
7653;1;0;9;5
7654;0;0;12;5
7655;0;0;8;2
7656;0;0;12;2
7657;0;1;11;12
7658;0;0;12;5
7659;0;0;12;15
7660;0;1;9;4
7661;0;1;15;15
7662;1;0;13;8
7663;1;1;8;18
7664;0;0;15;13
7665;0;1;10;6
7666;0;0;14;3
7667;0;0;15;11
7668;1;1;7;13
7669;1;1;7;11
7670;1;0;12;6
7671;0;0;13;12
7672;0;0;15;2
7673;0;0;9;10
7674;0;0;12;11
7675;0;0;15;18
7676;0;0;8;14
7677;0;0;14;11
7678;1;1;12;1
7679;0;1;8;5
7680;0;0;11;9
7681;1;1;10;11
